Abstract,Methods,Results,Discussion,Abstract+Methods,Abstract+Results,Abstract+Discussion,Methods+Results,Methods+Discussion,Results+Discussion,Abstract+Methods+Results,Abstract+Methods+Discussion,Abstract+Results+Discussion,Methods+Results+Discussion,Full Text
0.6445698166431594,0.6135569531795947,0.6142649199417758,0.6002805049088359,0.6276041666666666,0.6377792823290453,0.6240105540897097,0.6081170991350632,0.6043737574552683,0.6060191518467852,0.6129032258064516,0.6088631984585742,0.6223369916074887,0.6107862248213125,0.5935251798561151
0.5941485371342836,0.5564575645756458,0.5415050426687354,0.542794440380395,0.5754385964912281,0.5825522710886806,0.5615275813295615,0.542043085476025,0.5501392757660167,0.543884892086331,0.5496915695681974,0.5388316151202749,0.5617198335644937,0.5499316005471956,0.538961038961039
0.5676274944567627,0.5276344878408253,0.5242121445042275,0.5106990014265336,0.5457044673539518,0.5490753911806543,0.549266247379455,0.517363571934798,0.5249487354750513,0.5056179775280899,0.5409836065573771,0.5292929292929293,0.5280748663101604,0.5301873698820264,0.5249841872232764
0.6105100463678517,0.6026541764246682,0.58700882117081,0.5500747384155455,0.6151582045621781,0.6096096096096096,0.6011816838995568,0.5821114369501467,0.5743440233236151,0.5797317436661699,0.5982658959537572,0.5826771653543307,0.5899280575539568,0.5902828136330674,0.5727699530516432
0.6327433628318584,0.5937272064186725,0.6044718581341557,0.5584795321637427,0.61731843575419,0.6183644189383071,0.6075418994413407,0.5830413454800281,0.5702592087312415,0.5890804597701149,0.5911262798634812,0.5868102288021534,0.591878871300757,0.5847632120796157,0.5839793281653747
0.6111524163568773,0.5731080088170463,0.5778120184899846,0.5503258508327299,0.5914127423822715,0.6102675343456254,0.5893992932862191,0.5635980323260716,0.5653661875427789,0.5779685264663805,0.5778382053025153,0.5671843349088453,0.5786593707250342,0.5867595818815331,0.5692007797270955
0.5949269792467333,0.561377245508982,0.5406275140788415,0.526706231454006,0.5684062059238364,0.5780780780780781,0.5726872246696035,0.5451895043731778,0.5429362880886427,0.5255366395262768,0.5687811831789024,0.5582693649685974,0.5569800569800569,0.5421089879688605,0.5453359425962165
0.624113475177305,0.5911854103343465,0.5954692556634305,0.5620715917745621,0.5943262411347517,0.618510158013544,0.6131171702284451,0.575801749271137,0.5845272206303725,0.5714285714285714,0.5942446043165468,0.5664089950808152,0.5845481049562682,0.5795860099928622,0.5839017735334243
0.6364301389904902,0.6050541516245488,0.613413715146948,0.5889128869690424,0.6345762711864407,0.6423049894588897,0.6312154696132597,0.6083916083916084,0.5859000684462696,0.6136363636363636,0.6234113712374582,0.612,0.6213460231135283,0.605191256830601,0.6057507987220447
0.6012176560121766,0.5709969788519638,0.5736925515055468,0.5655799848369977,0.6007220216606498,0.6044117647058823,0.5997088791848617,0.5631768953068592,0.5732851985559567,0.5743893412287194,0.573632538569425,0.5835694050991501,0.5791341376863024,0.5671852899575672,0.5676567656765676
0.6029850746268657,0.5794392523364486,0.5562403697996918,0.5384063173007897,0.5828804347826086,0.5936599423631124,0.5802382620882971,0.5464556090846524,0.5542662116040956,0.5518227305218013,0.5578231292517006,0.5580147551978538,0.5673662830060935,0.5617198335644937,0.55893536121673
0.5986496624156039,0.5805970149253732,0.5671875,0.5589519650655022,0.5981830887491265,0.5948275862068966,0.587737843551797,0.5671213208901651,0.5638888888888889,0.5673146148308136,0.5731790333560245,0.5778997940974605,0.5772634445200817,0.5666434054431263,0.5555555555555556
0.6049004594180705,0.5718475073313783,0.5691946833463644,0.5490483162518301,0.5742434904996482,0.5844346549192364,0.5825522710886806,0.5647226173541963,0.5605536332179931,0.5600578871201157,0.564673157162726,0.5608907446068198,0.5609584214235377,0.5621096460791117,0.5555555555555556
0.6041958041958042,0.5712290502793296,0.560639070442992,0.5519125683060109,0.5938117182356814,0.5933917734322319,0.5932762030323006,0.5513585155732273,0.5639686684073107,0.5565912117177098,0.5745501285347043,0.5660377358490566,0.5703324808184144,0.566383257030739,0.5604863221884498
